user_country,friend_country,user_region,friend_region,scaled_sci
FR,HU,FRL0,HU23,470
IT,AT,ITH1,AT21,48056
AT,IT,AT21,ITH1,48056
TR,FR,TRC1,FRC2,429
FR,TR,FRC2,TRC1,429
XK,HU,XK00,HU23,972
HU,XK,HU23,XK00,972
IT,HU,ITF6,HU33,339
HU,IT,HU33,ITF6,339
SI,CZ,SI04,CZ04,1065
CZ,SI,CZ04,SI04,1065
SE,ES,SE23,ES53,2738
ES,SE,ES53,SE23,2738
IT,ES,ITH2,ES11,1531
ES,IT,ES11,ITH2,1531
DE,BG,DEB1,BG32,7618
BG,DE,BG32,DEB1,7618
SE,ES,SE32,ES43,149
ES,SE,ES43,SE32,149
PL,NL,PL81,NL12,1383
NL,PL,NL12,PL81,1383
FI,CH,FI19,CH07,1569
CH,FI,CH07,FI19,1569
IT,DE,ITG2,DE80,1015
DE,IT,DE80,ITG2,1015
RO,IT,RO31,ITC1,5867
IT,RO,ITC1,RO31,5867
HU,BE,HU23,BE32,427
BE,HU,BE32,HU23,427
DE,BE,DE72,BE32,933
BE,DE,BE32,DE72,933
ES,BE,ES64,BE32,1554
BE,ES,BE32,ES64,1554
PL,PL,PL42,PL42,4072940
DE,CZ,DE14,CZ07,1220
CZ,DE,CZ07,DE14,1220
PL,BE,PL21,BE21,2536
BE,PL,BE21,PL21,2536
TR,PT,TRC3,PT1D,50
PT,TR,PT1D,TRC3,50
DE,AL,DE24,AL01,4689
AL,DE,AL01,DE24,4689
ES,AL,ES13,AL01,556
AL,ES,AL01,ES13,556
BE,AL,BE31,AL01,2022
AL,BE,AL01,BE31,2022
HR,AL,HR06,AL01,1749
AL,HR,AL01,HR06,1749
LU,DE,LU00,DEG0,3259
DE,LU,DEG0,LU00,3259
TR,NO,TR21,NO07,86
NO,TR,NO07,TR21,86
IT,GR,ITF6,EL64,982
GR,IT,EL64,ITF6,982
FI,DE,FI1D,DE22,569
DE,FI,DE22,FI1D,569
ES,DE,ES23,DE22,1600
DE,ES,DE22,ES23,1600
SK,NO,SK03,NO0B,5146
NO,SK,NO0B,SK03,5146
GR,BE,EL54,BE31,1943
BE,GR,BE31,EL54,1943
NO,BE,NO09,BE31,788
BE,NO,BE31,NO09,788
LT,BE,LT02,BE31,342
BE,LT,BE31,LT02,342
ES,BE,ES53,BE33,3077
BE,ES,BE33,ES53,3077
RO,BE,RO21,BE33,3517
BE,RO,BE33,RO21,3517
TR,FR,TR71,FRC1,1212
FR,TR,FRC1,TR71,1212
FR,DE,FRY1,DEA3,194
DE,FR,DEA3,FRY1,194
HU,AT,HU22,AT12,54899
AT,HU,AT12,HU22,54899
NL,AT,NL11,AT12,1612
AT,NL,AT12,NL11,1612
TR,PT,TRC1,PT20,59
PT,TR,PT20,TRC1,59
DE,CZ,DE11,CZ05,1242
CZ,DE,CZ05,DE11,1242
NL,FR,NL35,FRI2,1868
FR,NL,FRI2,NL35,1868
NL,FR,NL41,FRI2,1628
FR,NL,FRI2,NL41,1628
NO,IE,NO0B,IE06,4826
IE,NO,IE06,NO0B,4826
FR,FR,FRY2,FRI1,43863
FR,FR,FRI1,FRY2,43863
IT,FR,ITI3,FRI1,1159
FR,IT,FRI1,ITI3,1159
ES,DE,ES42,DEA5,763
DE,ES,DEA5,ES42,763
IT,HR,ITF3,HR05,731
HR,IT,HR05,ITF3,731
ES,BE,ES21,BE23,1110
BE,ES,BE23,ES21,1110
BE,BA,BE10,BA01,2063
BA,BE,BA01,BE10,2063
RS,BA,RS12,BA01,39083
BA,RS,BA01,RS12,39083
ES,BA,ES63,BA01,118
BA,ES,BA01,ES63,118
FR,CZ,FRK2,CZ02,463
CZ,FR,CZ02,FRK2,463
PL,FI,PL42,FI1D,481
FI,PL,FI1D,PL42,481
FR,BA,FRJ1,BA02,259
BA,FR,BA02,FRJ1,259
NL,BA,NL41,BA02,1486
BA,NL,BA02,NL41,1486
SE,PL,SE21,PL52,902
PL,SE,PL52,SE21,902
ME,IE,ME00,IE05,693
IE,ME,IE05,ME00,693
TR,GR,TR32,EL53,366
GR,TR,EL53,TR32,366
RS,FR,RS11,FRJ1,695
FR,RS,FRJ1,RS11,695
ES,BG,ES51,BG41,2325
BG,ES,BG41,ES51,2325
LU,DE,LU00,DE92,4860
DE,LU,DE92,LU00,4860
IT,BE,ITH2,BE22,1969
BE,IT,BE22,ITH2,1969
PT,DE,PT11,DE72,1318
DE,PT,DE72,PT11,1318
HU,AT,HU11,AT32,26233
AT,HU,AT32,HU11,26233
DE,BE,DE21,BE35,1193
BE,DE,BE35,DE21,1193
SK,PL,SK01,PL22,1920
PL,SK,PL22,SK01,1920
PL,DE,PL81,DE40,2020
DE,PL,DE40,PL81,2020
PT,DE,PT1C,DE23,1750
DE,PT,DE23,PT1C,1750
PL,HU,PL82,HU32,455
HU,PL,HU32,PL82,455
SE,HU,SE31,HU32,421
HU,SE,HU32,SE31,421
TR,HU,TR10,HU32,157
HU,TR,HU32,TR10,157
HR,AL,HR06,AL02,1957
AL,HR,AL02,HR06,1957
RS,HU,RS12,HU31,6631
HU,RS,HU31,RS12,6631
IE,HU,IE04,HU31,2259
HU,IE,HU31,IE04,2259
DE,BG,DE72,BG33,11399
BG,DE,BG33,DE72,11399
ES,BG,ES61,BG33,971
BG,ES,BG33,ES61,971
PT,IT,PT11,ITH2,1046
IT,PT,ITH2,PT11,1046
TR,DE,TR22,DEE0,362
DE,TR,DEE0,TR22,362
TR,NL,TR42,NL32,1476
NL,TR,NL32,TR42,1476
SK,HR,SK04,HR06,1167
HR,SK,HR06,SK04,1167
PL,FR,PL43,FRE1,259
FR,PL,FRE1,PL43,259
PL,LV,PL82,LV00,669
LV,PL,LV00,PL82,669
GR,DE,EL62,DE24,2832
DE,GR,DE24,EL62,2832
IT,FR,ITG1,FRB0,689
FR,IT,FRB0,ITG1,689
PL,ES,PL51,ES62,608
ES,PL,ES62,PL51,608
NO,GR,NO02,EL30,945
GR,NO,EL30,NO02,945
LT,FR,LT02,FRY4,51
FR,LT,FRY4,LT02,51
FR,GR,FRF3,EL42,918
GR,FR,EL42,FRF3,918
TR,IT,TR33,ITH4,145
IT,TR,ITH4,TR33,145
SK,AT,SK02,AT33,12855
AT,SK,AT33,SK02,12855
IT,DE,ITF6,DE71,8422
DE,IT,DE71,ITF6,8422
ES,DE,ES61,DE71,1685
DE,ES,DE71,ES61,1685
FR,DE,FRC2,DE71,1273
DE,FR,DE71,FRC2,1273
SE,IT,SE12,ITC3,790
IT,SE,ITC3,SE12,790
SK,IT,SK04,ITC3,399
IT,SK,ITC3,SK04,399
NO,FR,NO02,FRF2,228
FR,NO,FRF2,NO02,228
TR,MK,TR21,MK00,3432
MK,TR,MK00,TR21,3432
LU,BE,LU00,BE25,7126
BE,LU,BE25,LU00,7126
BE,BE,BE31,BE25,50801
BE,BE,BE25,BE31,50801
PL,LU,PL62,LU00,1543
LU,PL,LU00,PL62,1543
SK,ES,SK02,ES64,106
ES,SK,ES64,SK02,106
NO,ES,NO0B,ES64,1
ES,NO,ES64,NO0B,1
SE,FR,SE22,FRY2,224
FR,SE,FRY2,SE22,224
PL,ES,PL21,ES41,387
ES,PL,ES41,PL21,387
TR,AT,TR51,AT11,997
AT,TR,AT11,TR51,997
ES,DE,ES70,DE27,2133
DE,ES,DE27,ES70,2133
TR,GR,TR63,EL61,103
GR,TR,EL61,TR63,103
PL,CH,PL84,CH06,1795
CH,PL,CH06,PL84,1795
FR,BG,FRB0,BG31,4085
BG,FR,BG31,FRB0,4085
SE,BA,SE11,BA03,3395
BA,SE,BA03,SE11,3395
DE,BA,DE94,BA03,4118
BA,DE,BA03,DE94,4118
FR,CZ,FRC2,CZ03,396
CZ,FR,CZ03,FRC2,396
SE,PT,SE12,PT30,958
PT,SE,PT30,SE12,958
SK,DK,SK02,DK04,1006
DK,SK,DK04,SK02,1006
NO,NL,NO07,NL22,1649
NL,NO,NL22,NO07,1649
TR,GR,TR63,EL63,135
GR,TR,EL63,TR63,135
IT,IT,ITH3,ITH3,2258271
PL,IT,PL51,ITH3,733
IT,PL,ITH3,PL51,733
ES,GR,ES23,EL52,571
GR,ES,EL52,ES23,571
NL,GR,NL34,EL41,7394
GR,NL,EL41,NL34,7394
FR,GR,FRK1,EL41,356
GR,FR,EL41,FRK1,356
XK,DE,XK00,DEA4,27619
DE,XK,DEA4,XK00,27619
ES,DE,ES41,DEA4,836
DE,ES,DEA4,ES41,836
NO,DE,NO07,DE21,1686
DE,NO,DE21,NO07,1686
TR,PL,TR52,PL51,90
PL,TR,PL51,TR52,90
SK,PL,SK03,PL51,1070
PL,SK,PL51,SK03,1070
IE,DE,IE06,DE73,1878
DE,IE,DE73,IE06,1878
TR,DE,TRC2,DE73,3588
DE,TR,DE73,TRC2,3588
TR,NO,TRB2,NO02,112
NO,TR,NO02,TRB2,112
PL,BE,PL21,BE34,542
BE,PL,BE34,PL21,542
TR,FR,TR82,FRE2,1555
FR,TR,FRE2,TR82,1555
HR,ES,HR02,ES12,218
ES,HR,ES12,HR02,218
FR,DE,FRY2,DEA2,308
DE,FR,DEA2,FRY2,308
ES,DE,ES52,DEA2,1934
DE,ES,DEA2,ES52,1934
RS,FR,RS22,FRG0,317
FR,RS,FRG0,RS22,317
RO,FR,RO12,FRG0,1288
FR,RO,FRG0,RO12,1288
PL,NO,PL52,NO0A,3244
NO,PL,NO0A,PL52,3244
CH,AT,CH05,AT34,274391
AT,CH,AT34,CH05,274391
TR,FR,TR21,FRF3,462
FR,TR,FRF3,TR21,462
TR,MT,TRC3,MT00,484
MT,TR,MT00,TRC3,484
ES,DE,ES64,DEB3,1734
DE,ES,DEB3,ES64,1734
IT,DE,ITF5,DEB3,3270
DE,IT,DEB3,ITF5,3270
RO,DE,RO31,DEB3,7541
DE,RO,DEB3,RO31,7541
GR,DE,EL41,DED2,1653
DE,GR,DED2,EL41,1653
IT,DE,ITG1,DED2,1009
DE,IT,DED2,ITG1,1009
PL,IT,PL52,ITF4,327
IT,PL,ITF4,PL52,327
FR,DE,FRF2,DE94,621
DE,FR,DE94,FRF2,621
PL,GR,PL21,EL43,1051
GR,PL,EL43,PL21,1051
FR,GR,FRC2,EL43,446
GR,FR,EL43,FRC2,446
TR,AT,TR51,AT21,860
AT,TR,AT21,TR51,860
TR,CY,TR31,CY00,20178
CY,TR,CY00,TR31,20178
IE,AT,IE04,AT22,1211
AT,IE,AT22,IE04,1211
NL,AT,NL13,AT22,1729
AT,NL,AT22,NL13,1729
TR,GR,TR72,EL51,968
GR,TR,EL51,TR72,968
IT,CZ,ITH5,CZ04,604
CZ,IT,CZ04,ITH5,604
IE,ES,IE06,ES53,3873
ES,IE,ES53,IE06,3873
NL,ES,NL36,ES53,4257
ES,NL,ES53,NL36,4257
IT,ES,ITF4,ES53,4372
ES,IT,ES53,ITF4,4372
SE,BG,SE12,BG42,580
BG,SE,BG42,SE12,580
TR,BG,TR22,BG42,2062
BG,TR,BG42,TR22,2062
ES,BG,ES21,BG32,461
BG,ES,BG32,ES21,461
DE,CH,DE72,CH07,4793
CH,DE,CH07,DE72,4793
NL,CH,NL11,CH07,2133
CH,NL,CH07,NL11,2133
ES,DE,ES70,DE25,2086
DE,ES,DE25,ES70,2086
ES,DE,ES23,DE25,1804
DE,ES,DE25,ES23,1804
LT,IS,LT02,IS00,21631
IS,LT,IS00,LT02,21631
NL,ES,NL21,ES42,544
ES,NL,ES42,NL21,544
SI,PT,SI04,PT19,740
PT,SI,PT19,SI04,740
SK,NL,SK01,NL36,2473
NL,SK,NL36,SK01,2473
ES,CH,ES21,CH02,2075
CH,ES,CH02,ES21,2075
ME,CH,ME00,CH02,8015
CH,ME,CH02,ME00,8015
FR,CH,FRY2,CH02,2687
CH,FR,CH02,FRY2,2687
FR,AL,FRM0,AL01,2376
AL,FR,AL01,FRM0,2376
SK,RS,SK02,RS11,3703
RS,SK,RS11,SK02,3703
RS,DE,RS21,DEG0,2102
DE,RS,DEG0,RS21,2102
PL,DE,PL92,DEG0,2127
DE,PL,DEG0,PL92,2127
ES,DK,ES22,DK03,423
DK,ES,DK03,ES22,423
PL,NO,PL63,NO07,5981
NO,PL,NO07,PL63,5981
SE,SE,SE33,SE31,227383
SE,SE,SE31,SE33,227383
ES,ES,ES61,ES51,34187
ES,ES,ES51,ES61,34187
ES,DE,ES13,DE22,581
DE,ES,DE22,ES13,581
NL,BE,NL36,BE31,3002
BE,NL,BE31,NL36,3002
NO,DE,NO09,DEA3,1483
DE,NO,DEA3,NO09,1483
IT,AT,ITF4,AT12,784
AT,IT,AT12,ITF4,784
FR,AT,FRK1,AT12,574
AT,FR,AT12,FRK1,574
FI,ES,FI20,ES24,1010
ES,FI,ES24,FI20,1010
SE,RO,SE11,RO41,1220
RO,SE,RO41,SE11,1220
NL,FR,NL21,FRI1,749
FR,NL,FRI1,NL21,749
ME,IT,ME00,ITH1,3053
IT,ME,ITH1,ME00,3053
PT,IT,PT20,ITH1,590
IT,PT,ITH1,PT20,590
FR,DE,FRY2,DEA5,198
DE,FR,DEA5,FRY2,198
FR,DE,FRK1,DEA5,736
DE,FR,DEA5,FRK1,736
TR,RO,TR61,RO31,256
RO,TR,RO31,TR61,256
NL,HR,NL12,HR05,1077
HR,NL,HR05,NL12,1077
RS,HR,RS22,HR05,28286
HR,RS,HR05,RS22,28286
FI,BE,FI1D,BE23,665
BE,FI,BE23,FI1D,665
IT,BA,ITI1,BA01,934
BA,IT,BA01,ITI1,934
FR,BA,FRE2,BA01,218
BA,FR,BA01,FRE2,218
IT,CZ,ITG1,CZ02,377
CZ,IT,CZ02,ITG1,377
TR,NL,TR83,NL23,707
NL,TR,NL23,TR83,707
PL,NL,PL63,NL23,6950
NL,PL,NL23,PL63,6950
NO,NL,NO0A,NL11,2148
NL,NO,NL11,NO0A,2148
PL,BA,PL91,BA02,564
BA,PL,BA02,PL91,564
TR,BA,TR41,BA02,186
BA,TR,BA02,TR41,186
PL,AL,PL81,AL03,205
AL,PL,AL03,PL81,205
TR,PL,TRA1,PL62,79
PL,TR,PL62,TRA1,79
FR,FI,FRI2,FI19,260
FI,FR,FI19,FRI2,260
NL,FI,NL13,FI19,809
FI,NL,FI19,NL13,809
LU,ES,LU00,ES13,2494
ES,LU,ES13,LU00,2494
NL,BG,NL42,BG41,3811
BG,NL,BG41,NL42,3811
SE,RO,SE22,RO11,3685
RO,SE,RO11,SE22,3685
SK,CZ,SK04,CZ01,62265
CZ,SK,CZ01,SK04,62265
IT,DE,ITF1,DE92,1302
DE,IT,DE92,ITF1,1302
DE,DE,DE92,DE11,23097
DE,DE,DE11,DE92,23097
TR,DE,TRB2,DE11,2060
DE,TR,DE11,TRB2,2060
IT,AT,ITC2,AT32,4642
AT,IT,AT32,ITC2,4642
FR,GR,FRY1,EL62,480
GR,FR,EL62,FRY1,480
NL,FI,NL32,FI1C,1681
FI,NL,FI1C,NL32,1681
PL,DE,PL43,DEF0,7014
DE,PL,DEF0,PL43,7014
PT,DE,PT1C,DEF0,1547
DE,PT,DEF0,PT1C,1547
HU,DE,HU11,DEF0,1678
DE,HU,DEF0,HU11,1678
ES,DE,ES61,DE40,643
DE,ES,DE40,ES61,643
RO,DE,RO12,DE40,2846
DE,RO,DE40,RO12,2846
TR,BG,TR81,BG34,339
BG,TR,BG34,TR81,339
ES,AL,ES51,AL02,1078
AL,ES,AL02,ES51,1078
TR,SK,TR10,SK01,399
SK,TR,SK01,TR10,399
IT,HU,ITG2,HU31,667
HU,IT,HU31,ITG2,667
PL,FR,PL21,FRY3,67
FR,PL,FRY3,PL21,67
PL,IT,PL84,ITH2,675
IT,PL,ITH2,PL84,675
TR,IT,TR81,ITI3,86
IT,TR,ITI3,TR81,86
TR,DK,TR72,DK02,2609
DK,TR,DK02,TR72,2609
PL,DK,PL71,DK02,1476
DK,PL,DK02,PL71,1476
PL,FR,PL41,FRI3,287
FR,PL,FRI3,PL41,287
IT,HR,ITF5,HR06,548
HR,IT,HR06,ITF5,548
LU,CZ,LU00,CZ08,951
CZ,LU,CZ08,LU00,951
FR,FR,FRE1,FRE1,936669
ES,EE,ES22,EE00,357
EE,ES,EE00,ES22,357
SE,ES,SE11,ES62,1072
ES,SE,ES62,SE11,1072
NO,FR,NO02,FRY4,106
FR,NO,FRY4,NO02,106
NL,FR,NL13,FRY4,132
FR,NL,FRY4,NL13,132
RO,FR,RO31,FRY4,81
FR,RO,FRY4,RO31,81
SK,SI,SK01,SI03,2837
SI,SK,SI03,SK01,2837
PL,DK,PL63,DK01,3387
DK,PL,DK01,PL63,3387
TR,SE,TRA2,SE12,185
SE,TR,SE12,TRA2,185
DE,AT,DEC0,AT33,14992
AT,DE,AT33,DEC0,14992
SI,PL,SI04,PL63,744
PL,SI,PL63,SI04,744
HU,ES,HU31,ES63,103
ES,HU,ES63,HU31,103
DE,DE,DE72,DE60,34647
DE,DE,DE60,DE72,34647
PL,DE,PL21,DE60,3200
DE,PL,DE60,PL21,3200
DE,DE,DEA4,DEA1,49880
DE,DE,DEA1,DEA4,49880
TR,DE,TR21,DEA1,3070
DE,TR,DEA1,TR21,3070
PL,DE,PL63,DEA1,6604
DE,PL,DEA1,PL63,6604
CH,BE,CH07,BE25,2070
BE,CH,BE25,CH07,2070
FR,ES,FRY1,ES64,1426
ES,FR,ES64,FRY1,1426
HR,ES,HR05,ES64,247
ES,HR,ES64,HR05,247
TR,SK,TR71,SK04,56
SK,TR,SK04,TR71,56
FR,ES,FRB0,ES41,956
ES,FR,ES41,FRB0,956
BA,AT,BA01,AT11,13002
AT,BA,AT11,BA01,13002
TR,LT,TR72,LT02,69
LT,TR,LT02,TR72,69
HR,DE,HR05,DE27,16084
DE,HR,DE27,HR05,16084
ES,DE,ES51,DE27,1491
DE,ES,DE27,ES51,1491
DE,DE,DEA5,DE27,21946
DE,DE,DE27,DEA5,21946
ES,GR,ES30,EL61,561
GR,ES,EL61,ES30,561
FR,CH,FRY4,CH06,451
CH,FR,CH06,FRY4,451
GR,DE,EL30,DED4,1402
DE,GR,DED4,EL30,1402
IT,BG,ITF3,BG31,3542
BG,IT,BG31,ITF3,3542
TR,BG,TR63,BG31,161
BG,TR,BG31,TR63,161
PT,IT,PT20,ITI1,879
IT,PT,ITI1,PT20,879
SI,BA,SI03,BA03,132127
BA,SI,BA03,SI03,132127
SE,PT,SE22,PT30,884
PT,SE,PT30,SE22,884
RO,ES,RO41,ES61,7310
ES,RO,ES61,RO41,7310
SE,ES,SE33,ES61,824
ES,SE,ES61,SE33,824
PT,DK,PT30,DK04,972
DK,PT,DK04,PT30,972
GR,DK,EL42,DK04,2033
DK,GR,DK04,EL42,2033
TR,TR,TR71,TR42,56338
TR,TR,TR42,TR71,56338
XK,TR,XK00,TR42,1223
TR,XK,TR42,XK00,1223
PT,GR,PT1C,EL63,1041
GR,PT,EL63,PT1C,1041
NO,IT,NO07,ITH3,917
IT,NO,ITH3,NO07,917
TR,GR,TR62,EL52,278
GR,TR,EL52,TR62,278
SE,GR,SE11,EL41,4656
GR,SE,EL41,SE11,4656
TR,IT,TR90,ITI4,86
IT,TR,ITI4,TR90,86
SE,DE,SE32,DE21,1924
DE,SE,DE21,SE32,1924
IT,FR,ITC2,FRY5,199
FR,IT,FRY5,ITC2,199
TR,FR,TR51,FRY5,71
FR,TR,FRY5,TR51,71
IT,DE,ITF4,DE73,1215
DE,IT,DE73,ITF4,1215
ES,DE,ES52,DE73,1384
DE,ES,DE73,ES52,1384
DE,BE,DE27,BE10,3666
BE,DE,BE10,DE27,3666
NL,LT,NL42,LT01,3390
LT,NL,LT01,NL42,3390
CZ,CH,CZ05,CH05,3006
CH,CZ,CH05,CZ05,3006
DE,CH,DE93,CH05,10081
CH,DE,CH05,DE93,10081
DE,CH,DE22,CH04,12097
CH,DE,CH04,DE22,12097
TR,CH,TR52,CH04,2611
CH,TR,CH04,TR52,2611
FR,CH,FRE2,CH04,1411
CH,FR,CH04,FRE2,1411
FR,AT,FRY4,AT34,208
AT,FR,AT34,FRY4,208
TR,BE,TRA1,BE24,444
BE,TR,BE24,TRA1,444
FR,DK,FRD2,DK05,282
DK,FR,DK05,FRD2,282
FR,FI,FRY4,FI20,72
FI,FR,FI20,FRY4,72
TR,FI,TR31,FI20,124
FI,TR,FI20,TR31,124
TR,PL,TR90,PL91,389
PL,TR,PL91,TR90,389
TR,PT,TR83,PT1A,94
PT,TR,PT1A,TR83,94
SE,DE,SE22,DED2,1629
DE,SE,DED2,SE22,1629
RO,DE,RO12,DED2,4235
DE,RO,DED2,RO12,4235
PL,DE,PL42,DEB2,6364
DE,PL,DEB2,PL42,6364
NL,IT,NL21,ITF4,552
IT,NL,ITF4,NL21,552
NO,IT,NO0B,ITF4,1399
IT,NO,ITF4,NO0B,1399
NL,FR,NL21,FR10,816
FR,NL,FR10,NL21,816
IT,FR,ITF6,FR10,1689
FR,IT,FR10,ITF6,1689
FR,FR,FRG0,FR10,45346
FR,FR,FR10,FRG0,45346
IT,DE,ITH1,DE94,4264
DE,IT,DE94,ITH1,4264
NL,GR,NL23,EL43,3356
GR,NL,EL43,NL23,3356
IT,CY,ITI3,CY00,1425
CY,IT,CY00,ITI3,1425
IT,AT,ITI2,AT22,2070
AT,IT,AT22,ITI2,2070
TR,HU,TRC2,HU11,167
HU,TR,HU11,TRC2,167
PT,HU,PT15,HU23,488
HU,PT,HU23,PT15,488
CY,BG,CY00,BG42,15185
BG,CY,BG42,CY00,15185
DE,BG,DE73,BG32,8242
BG,DE,BG32,DE73,8242
FR,BG,FRF3,BG32,519
BG,FR,BG32,FRF3,519
TR,NL,TRC3,NL12,608
NL,TR,NL12,TRC3,608
TR,TR,TRC2,TR62,132221
TR,TR,TR62,TRC2,132221
EE,DE,EE00,DE25,1382
DE,EE,DE25,EE00,1382
TR,IT,TRB1,ITC1,160
IT,TR,ITC1,TRB1,160
IT,IT,ITF4,ITC1,67685
IT,IT,ITC1,ITF4,67685
ES,CZ,ES12,CZ07,350
CZ,ES,CZ07,ES12,350
TR,TR,TR63,TR63,2970431
TR,TR,TRB2,TR63,59458
TR,TR,TR63,TRB2,59458
GR,AL,EL65,AL01,60393
AL,GR,AL01,EL65,60393
TR,AL,TR10,AL01,800
AL,TR,AL01,TR10,800
IT,DK,ITH3,DK03,821
DK,IT,DK03,ITH3,821
IT,DK,ITC1,DK03,852
DK,IT,DK03,ITC1,852
SE,IT,SE12,ITF1,518
IT,SE,ITF1,SE12,518
CH,CH,CH04,CH03,654295
CH,CH,CH03,CH04,654295
CH,CH,CH03,CH03,3387096
SK,SE,SK03,SE31,322
SE,SK,SE31,SK03,322
SI,DE,SI04,DE22,8158
DE,SI,DE22,SI04,8158
SE,DE,SE22,DE22,1899
DE,SE,DE22,SE22,1899
GR,BE,EL53,BE31,1595
BE,GR,BE31,EL53,1595
SK,BE,SK02,BE33,336
BE,SK,BE33,SK02,336
PL,BE,PL71,BE33,401
BE,PL,BE33,PL71,401
FR,BE,FR10,BE33,9051
BE,FR,BE33,FR10,9051
NO,NL,NO07,NL34,1535
NL,NO,NL34,NO07,1535
BA,AT,BA01,AT12,23013
AT,BA,AT12,BA01,23013
ES,AT,ES11,AT12,509
AT,ES,AT12,ES11,509
RO,ES,RO21,ES24,13882
ES,RO,ES24,RO21,13882
RO,FR,RO41,FRI1,3568
FR,RO,FRI1,RO41,3568
IT,DE,ITF4,DEA5,2297
DE,IT,DEA5,ITF4,2297
TR,HR,TR21,HR05,226
HR,TR,HR05,TR21,226
FR,BA,FRI2,BA01,309
BA,FR,BA01,FRI2,309
ES,BA,ES11,BA01,177
BA,ES,BA01,ES11,177
PL,FI,PL61,FI1D,364
FI,PL,FI1D,PL61,364
PL,FR,PL71,FRF1,396
FR,PL,FRF1,PL71,396
TR,FR,TRC2,FRF1,960
FR,TR,FRF1,TRC2,960
IT,BA,ITH1,BA02,10628
BA,IT,BA02,ITH1,10628
HU,BA,HU22,BA02,715
BA,HU,BA02,HU22,715
DE,DE,DE21,DE13,41382
DE,DE,DE13,DE21,41382
TR,AL,TR72,AL03,214
AL,TR,AL03,TR72,214
FI,ES,FI1D,ES13,371
ES,FI,ES13,FI1D,371
FR,DE,FRB0,DE26,728
DE,FR,DE26,FRB0,728
IT,DE,ITG2,DE26,2217
DE,IT,DE26,ITG2,2217
MT,DE,MT00,DE26,2841
DE,MT,DE26,MT00,2841
IT,DE,ITH3,DE26,2459
DE,IT,DE26,ITH3,2459
TR,IT,TRA2,ITH5,106
IT,TR,ITH5,TRA2,106
RO,RO,RO31,RO11,70609
RO,RO,RO11,RO31,70609
TR,CZ,TR33,CZ01,137
CZ,TR,CZ01,TR33,137
XK,CZ,XK00,CZ01,1737
CZ,XK,CZ01,XK00,1737
IT,CZ,ITF1,CZ01,1549
CZ,IT,CZ01,ITF1,1549
PL,BE,PL92,BE22,1542
BE,PL,BE22,PL92,1542
NL,IT,NL41,ITF6,941
IT,NL,ITF6,NL41,941
FI,DE,FI1B,DE11,2051
DE,FI,DE11,FI1B,2051
FI,DE,FI1D,DE72,717
DE,FI,DE72,FI1D,717
SE,DE,SE11,DE72,3910
DE,SE,DE72,SE11,3910
GR,DE,EL62,DE72,2717
DE,GR,DE72,EL62,2717
HU,AT,HU11,AT31,16817
AT,HU,AT31,HU11,16817
BE,AT,BE21,AT31,2197
AT,BE,AT31,BE21,2197
HR,BE,HR02,BE35,259
BE,HR,BE35,HR02,259
PL,PL,PL61,PL22,44101
PL,PL,PL22,PL61,44101
ME,DE,ME00,DE40,3656
DE,ME,DE40,ME00,3656
PL,DE,PL52,DE40,4813
DE,PL,DE40,PL52,4813
SE,DE,SE31,DE40,1270
DE,SE,DE40,SE31,1270
GR,BG,EL54,BG34,3450
BG,GR,BG34,EL54,3450
XK,HU,XK00,HU32,1557
HU,XK,HU32,XK00,1557
FR,AL,FRY2,AL02,69
AL,FR,AL02,FRY2,69
PL,HU,PL41,HU31,301
HU,PL,HU31,PL41,301
SE,BG,SE33,BG33,402
BG,SE,BG33,SE33,402
IT,BG,ITH5,BG33,1396
BG,IT,BG33,ITH5,1396
RO,ES,RO11,ES30,10757
ES,RO,ES30,RO11,10757
ES,DE,ES11,DEE0,426
DE,ES,DEE0,ES11,426
NL,FR,NL12,FRI3,668
FR,NL,FRI3,NL12,668
NO,HR,NO08,HR06,1645
HR,NO,HR06,NO08,1645
IT,HR,ITC4,HR06,784
HR,IT,HR06,ITC4,784
TR,FR,TR10,FRE1,260
FR,TR,FRE1,TR10,260
SK,LV,SK04,LV00,590
LV,SK,LV00,SK04,590
PL,IT,PL91,ITF3,1170
IT,PL,ITF3,PL91,1170
GR,EE,EL52,EE00,769
EE,GR,EE00,EL52,769
GR,EE,EL42,EE00,1531
EE,GR,EE00,EL42,1531
TR,ES,TRB1,ES23,52
ES,TR,ES23,TRB1,52
NL,FR,NL21,FRK2,740
FR,NL,FRK2,NL21,740
IT,FR,ITF2,FRY4,197
FR,IT,FRY4,ITF2,197
TR,FR,TR10,FRY4,64
FR,TR,FRY4,TR10,64
TR,IT,TR81,ITH4,113
IT,TR,ITH4,TR81,113
IT,ES,ITG1,ES63,591
ES,IT,ES63,ITG1,591
NL,IT,NL42,ITC3,1293
IT,NL,ITC3,NL42,1293
FR,ES,FRC1,ES52,1098
ES,FR,ES52,FRC1,1098
IT,FR,ITH4,FRF2,1125
FR,IT,FRF2,ITH4,1125
FR,DE,FRY2,DE60,515
DE,FR,DE60,FRY2,515
TR,MK,TR31,MK00,2368
MK,TR,MK00,TR31,2368
FI,GR,FI1D,EL65,547
GR,FI,EL65,FI1D,547
PL,GR,PL62,EL65,343
GR,PL,EL65,PL62,343
TR,GR,TRC2,EL65,143
GR,TR,EL65,TRC2,143
NO,GR,NO08,EL65,2476
GR,NO,EL65,NO08,2476
