user_country,friend_country,user_region,friend_region,scaled_sci
MX,BI,MX,BI,133
BI,MX,BI,MX,133
ST,PT,ST,PT,3319512
PT,ST,PT,ST,3319512
GY,GA,GY,GA,2714
GA,GY,GA,GY,2714
ST,AF,ST,AF,518
AF,ST,AF,ST,518
NE,EE,NE,EE,162
EE,NE,EE,NE,162
SO,NG,SO,NG,3381
NG,SO,NG,SO,3381
KI,HR,KI,HR,82
HR,KI,HR,KI,82
OM,IT,OM,IT,9756
IT,OM,IT,OM,9756
AZ,AE,AZ,AE,6164
AE,AZ,AE,AZ,6164
TR,LB,TR,LB,20303
LB,TR,LB,TR,20303
RS,BD,RS,BD,1062
BD,RS,BD,RS,1062
MA,ES,MA,ES,45748
ES,MA,ES,MA,45748
IL,BR,IL,BR,1302
BR,IL,BR,IL,1302
TW,MX,TW,MX,191
MX,TW,MX,TW,191
LB,ID,LB,ID,1381
ID,LB,ID,LB,1381
SA,CH,SA,CH,3712
CH,SA,CH,SA,3712
PE,AO,PE,AO,609
AO,PE,AO,PE,609
ZA,EC,ZA,EC,119
EC,ZA,EC,ZA,119
ZW,FM,ZW,FM,359
FM,ZW,FM,ZW,359
KE,FM,KE,FM,1802
FM,KE,FM,KE,1802
LT,BZ,LT,BZ,692
BZ,LT,BZ,LT,692
LV,DJ,LV,DJ,691
DJ,LV,DJ,LV,691
IE,DJ,IE,DJ,10748
DJ,IE,DJ,IE,10748
SB,SB,SB,SB,247560010
TO,SB,TO,SB,266535
SB,TO,SB,TO,266535
TL,PY,TL,PY,520
PY,TL,PY,TL,520
NG,CV,NG,CV,11857
CV,NG,CV,NG,11857
IN,CV,IN,CV,215
CV,IN,CV,IN,215
XK,MU,XK,MU,507
MU,XK,MU,XK,507
QA,CF,QA,CF,3913
CF,QA,CF,QA,3913
SL,MG,SL,MG,3591
MG,SL,MG,SL,3591
TT,CZ,TT,CZ,615
CZ,TT,CZ,TT,615
ZW,GW,ZW,GW,4008
GW,ZW,GW,ZW,4008
SA,RS,SA,RS,1608
RS,SA,RS,SA,1608
VN,NP,VN,NP,545
NP,VN,NP,VN,545
TW,PG,TW,PG,358
PG,TW,PG,TW,358
NG,AD,NG,AD,553
AD,NG,AD,NG,553
LY,AM,LY,AM,1546
AM,LY,AM,LY,1546
SE,BN,SE,BN,1190
BN,SE,BN,SE,1190
FI,BN,FI,BN,2251
BN,FI,BN,FI,2251
NG,BN,NG,BN,1795
BN,NG,BN,NG,1795
SB,LA,SB,LA,194
LA,SB,LA,SB,194
TW,GQ,TW,GQ,228
GQ,TW,GQ,TW,228
NZ,MD,NZ,MD,590
MD,NZ,MD,NZ,590
MY,HN,MY,HN,220
HN,MY,HN,MY,220
SS,JP,SS,JP,661
JP,SS,JP,SS,661
ST,MR,ST,MR,3309
MR,ST,MR,ST,3309
TO,DE,TO,DE,941
DE,TO,DE,TO,941
RU,DE,RU,DE,26997
DE,RU,DE,RU,26997
SO,PA,SO,PA,2820
PA,SO,PA,SO,2820
MD,CM,MD,CM,965
CM,MD,CM,MD,965
MA,CM,MA,CM,6470
CM,MA,CM,MA,6470
GH,ER,GH,ER,3223
ER,GH,ER,GH,3223
RU,LK,RU,LK,15127
LK,RU,LK,RU,15127
PL,GA,PL,GA,519
GA,PL,GA,PL,519
UG,MN,UG,MN,298
MN,UG,MN,UG,298
NP,MN,NP,MN,649
MN,NP,MN,NP,649
ST,SE,ST,SE,553
SE,ST,SE,ST,553
PL,KZ,PL,KZ,3032
KZ,PL,KZ,PL,3032
SA,NZ,SA,NZ,5983
NZ,SA,NZ,SA,5983
ME,HR,ME,HR,342296
HR,ME,HR,ME,342296
OM,AE,OM,AE,379595
AE,OM,AE,OM,379595
MY,ME,MY,ME,536
ME,MY,ME,MY,536
KM,FR,KM,FR,317694
FR,KM,FR,KM,317694
SO,FR,SO,FR,10835
FR,SO,FR,SO,10835
LY,LB,LY,LB,16995
LB,LY,LB,LY,16995
BN,BD,BN,BD,66272
BD,BN,BD,BN,66272
BI,BD,BI,BD,1538
BD,BI,BD,BI,1538
ZM,RW,ZM,RW,134146
RW,ZM,RW,ZM,134146
MR,BR,MR,BR,438
BR,MR,BR,MR,438
MK,BR,MK,BR,398
BR,MK,BR,MK,398
JP,EG,JP,EG,354
EG,JP,EG,JP,354
JP,CH,JP,CH,5952
CH,JP,CH,JP,5952
CD,AO,CD,AO,194158
AO,CD,AO,CD,194158
SD,EC,SD,EC,121
EC,SD,EC,SD,121
SZ,FM,SZ,FM,236
FM,SZ,FM,SZ,236
SK,FM,SK,FM,53
FM,SK,FM,SK,53
SN,FM,SN,FM,254
FM,SN,FM,SN,254
CV,BZ,CV,BZ,2009
BZ,CV,BZ,CV,2009
PH,BZ,PH,BZ,1018
BZ,PH,BZ,PH,1018
GA,DJ,GA,DJ,16547
DJ,GA,DJ,GA,16547
IQ,GT,IQ,GT,197
GT,IQ,GT,IQ,197
LU,CF,LU,CF,20347
CF,LU,CF,LU,20347
LC,ET,LC,ET,1319
ET,LC,ET,LC,1319
XK,UG,XK,UG,3362
UG,XK,UG,XK,3362
LT,JM,LT,JM,552
JM,LT,JM,LT,552
GD,CL,GD,CL,1573
CL,GD,CL,GD,1573
VE,NO,VE,NO,708
NO,VE,NO,VE,708
SB,CR,SB,CR,132
CR,SB,CR,SB,132
MD,CR,MD,CR,240
CR,MD,CR,MD,240
TT,IS,TT,IS,6341
IS,TT,IS,TT,6341
TR,BN,TR,BN,722
BN,TR,BN,TR,722
SA,KW,SA,KW,236605
KW,SA,KW,SA,236605
TG,LA,TG,LA,388
LA,TG,LA,TG,388
SB,AU,SB,AU,93660
AU,SB,AU,SB,93660
MM,GQ,MM,GQ,106
GQ,MM,GQ,MM,106
UY,SI,UY,SI,1113
SI,UY,SI,UY,1113
TT,AZ,TT,AZ,606
AZ,TT,AZ,TT,606
FR,AT,FR,AT,9288
AT,FR,AT,FR,9288
LB,AT,LB,AT,17043
AT,LB,AT,LB,17043
VN,SR,VN,SR,1060
SR,VN,SR,VN,1060
LB,DO,LB,DO,1178
DO,LB,DO,LB,1178
GA,BG,GA,BG,324
BG,GA,BG,GA,324
RU,GN,RU,GN,15513
GN,RU,GN,RU,15513
BW,BJ,BW,BJ,6285
BJ,BW,BJ,BW,6285
TW,BJ,TW,BJ,116
BJ,TW,BJ,TW,116
IT,BJ,IT,BJ,3770
BJ,IT,BJ,IT,3770
SD,BJ,SD,BJ,2085
BJ,SD,BJ,SD,2085
BZ,BI,BZ,BI,439
BI,BZ,BI,BZ,439
IT,CM,IT,CM,4821
CM,IT,CM,IT,4821
SI,PT,SI,PT,7571
PT,SI,PT,SI,7571
ST,ER,ST,ER,440
ER,ST,ER,ST,440
MG,CI,MG,CI,9178
CI,MG,CI,MG,9178
KZ,CI,KZ,CI,2691
CI,KZ,CI,KZ,2691
CO,BY,CO,BY,744
BY,CO,BY,CO,744
BG,AF,BG,AF,2040
AF,BG,AF,BG,2040
MT,KH,MT,KH,744
KH,MT,KH,MT,744
TT,PE,TT,PE,4808
PE,TT,PE,TT,4808
TT,PL,TT,PL,590
PL,TT,PL,TT,590
VN,FJ,VN,FJ,238
FJ,VN,FJ,VN,238
ZM,OM,ZM,OM,8553
OM,ZM,OM,ZM,8553
SN,BD,SN,BD,1330
BD,SN,BD,SN,1330
SB,RW,SB,RW,1018
RW,SB,RW,SB,1018
US,RW,US,RW,5415
RW,US,RW,US,5415
GQ,ES,GQ,ES,100196
ES,GQ,ES,GQ,100196
TN,BR,TN,BR,1501
BR,TN,BR,TN,1501
SO,EG,SO,EG,18096
EG,SO,EG,SO,18096
GD,CH,GD,CH,6691
CH,GD,CH,GD,6691
KW,GD,KW,GD,2991
GD,KW,GD,KW,2991
BY,BS,BY,BS,783
BS,BY,BS,BY,783
NL,FM,NL,FM,631
FM,NL,FM,NL,631
GB,FM,GB,FM,641
FM,GB,FM,GB,641
KG,GT,KG,GT,92
GT,KG,GT,KG,92
GW,BA,GW,BA,118
BA,GW,BA,GW,118
IS,BA,IS,BA,19143
BA,IS,BA,IS,19143
CI,BA,CI,BA,465
BA,CI,BA,CI,465
CH,BE,CH,BE,47226
BE,CH,BE,CH,47226
JO,GY,JO,GY,403
GY,JO,GY,JO,403
SV,GY,SV,GY,2445
GY,SV,GY,SV,2445
LB,JO,LB,JO,66185
JO,LB,JO,LB,66185
TD,ML,TD,ML,47180
ML,TD,ML,TD,47180
SA,DK,SA,DK,1702
DK,SA,DK,SA,1702
VU,SV,VU,SV,47
SV,VU,SV,VU,47
LT,LC,LT,LC,1108
LC,LT,LC,LT,1108
OM,LC,OM,LC,1971
LC,OM,LC,OM,1971
PT,LC,PT,LC,1883
LC,PT,LC,PT,1883
TR,AL,TR,AL,4693
AL,TR,AL,TR,4693
ZA,NO,ZA,NO,1154
NO,ZA,NO,ZA,1154
UG,SO,UG,SO,319628
SO,UG,SO,UG,319628
DZ,AM,DZ,AM,2636
AM,DZ,AM,DZ,2636
MA,AM,MA,AM,8345
AM,MA,AM,MA,8345
GQ,CR,GQ,CR,2234
CR,GQ,CR,GQ,2234
MM,BN,MM,BN,12358
BN,MM,BN,MM,12358
TH,BN,TH,BN,6115
BN,TH,BN,TH,6115
JM,AU,JM,AU,2322
AU,JM,AU,JM,2322
TW,AU,TW,AU,11601
AU,TW,AU,TW,11601
CH,AU,CH,AU,15185
AU,CH,AU,CH,15185
LR,BW,LR,BW,77756
BW,LR,BW,LR,77756
ZW,GM,ZW,GM,7100
GM,ZW,GM,ZW,7100
SK,HT,SK,HT,116
HT,SK,HT,SK,116
SV,MD,SV,MD,134
MD,SV,MD,SV,134
OM,AZ,OM,AZ,3333
AZ,OM,AZ,OM,3333
ZA,UY,ZA,UY,211
UY,ZA,UY,ZA,211
RO,MM,RO,MM,79
MM,RO,MM,RO,79
SZ,BO,SZ,BO,137
BO,SZ,BO,SZ,137
NA,BO,NA,BO,302
BO,NA,BO,NA,302
LT,BG,LT,BG,6985
BG,LT,BG,LT,6985
SB,GN,SB,GN,353
GN,SB,GN,SB,353
TT,GH,TT,GH,6112
GH,TT,GH,TT,6112
ID,BI,ID,BI,913
BI,ID,BI,ID,913
VN,CM,VN,CM,323
CM,VN,CM,VN,323
MR,AF,MR,AF,9616
AF,MR,AF,MR,9616
TL,CD,TL,CD,429
CD,TL,CD,TL,429
JO,EE,JO,EE,674
EE,JO,EE,JO,674
PE,NG,PE,NG,863
NG,PE,NG,PE,863
NI,NG,NI,NG,1640
NG,NI,NG,NI,1640
MD,IT,MD,IT,84424
IT,MD,IT,MD,84424
DJ,AE,DJ,AE,28297
AE,DJ,AE,DJ,28297
NE,AE,NE,AE,6361
AE,NE,AE,NE,6361
MD,FR,MD,FR,36317
FR,MD,FR,MD,36317
GA,FR,GA,FR,75402
FR,GA,FR,GA,75402
LC,BD,LC,BD,338
BD,LC,BD,LC,338
MT,CH,MT,CH,42312
CH,MT,CH,MT,42312
BF,BA,BF,BA,144
BA,BF,BA,BF,144
XK,PY,XK,PY,352
PY,XK,PY,XK,352
ZA,MU,ZA,MU,16343
MU,ZA,MU,ZA,16343
NO,BB,NO,BB,3993
BB,NO,BB,NO,3993
TH,BB,TH,BB,274
BB,TH,BB,TH,274
TL,TD,TL,TD,259
TD,TL,TD,TL,259
SK,CF,SK,CF,134
CF,SK,CF,SK,134
SN,KI,SN,KI,271
KI,SN,KI,SN,271
KZ,BE,KZ,BE,2405
BE,KZ,BE,KZ,2405
LC,DK,LC,DK,1226
DK,LC,DK,LC,1226
VE,DK,VE,DK,485
DK,VE,DK,VE,485
YE,KG,YE,KG,1872
KG,YE,KG,YE,1872
PK,GE,PK,GE,859
GE,PK,GE,PK,859
VC,IQ,VC,IQ,311
IQ,VC,IQ,VC,311
BE,AL,BE,AL,31373
AL,BE,AL,BE,31373
LK,AL,LK,AL,523
AL,LK,AL,LK,523
RU,AL,RU,AL,5497
AL,RU,AL,RU,5497
ZA,FI,ZA,FI,809
FI,ZA,FI,ZA,809
TJ,MV,TJ,MV,9896
MV,TJ,MV,TJ,9896
CO,AM,CO,AM,568
AM,CO,AM,CO,568
HT,BT,HT,BT,139
BT,HT,BT,HT,139
MU,CR,MU,CR,905
CR,MU,CR,MU,905
VE,IS,VE,IS,20835
IS,VE,IS,VE,20835
MU,KW,MU,KW,18674
KW,MU,KW,MU,18674
LK,KW,LK,KW,267847
KW,LK,KW,LK,267847
MT,KW,MT,KW,48942
KW,MT,KW,MT,48942
SN,AU,SN,AU,455
AU,SN,AU,SN,455
VE,TG,VE,TG,1102
TG,VE,TG,VE,1102
SV,GM,SV,GM,1525
GM,SV,GM,SV,1525
PH,HT,PH,HT,1723
HT,PH,HT,PH,1723
UZ,GB,UZ,GB,1801
GB,UZ,GB,UZ,1801
RU,GB,RU,GB,9241
GB,RU,GB,RU,9241
TT,JP,TT,JP,1848
JP,TT,JP,TT,1848
SV,MR,SV,MR,498
MR,SV,MR,SV,498
PA,DO,PA,DO,56074
DO,PA,DO,PA,56074
DJ,BH,DJ,BH,18731
BH,DJ,BH,DJ,18731
GD,BG,GD,BG,617
BG,GD,BG,GD,617
SB,BG,SB,BG,38
BG,SB,BG,SB,38
CI,BG,CI,BG,480
BG,CI,BG,CI,480
NZ,GH,NZ,GH,1399
GH,NZ,GH,NZ,1399
SI,CM,SI,CM,541
CM,SI,CM,SI,541
IN,CI,IN,CI,785
CI,IN,CI,IN,785
HT,CO,HT,CO,2937
CO,HT,CO,HT,2937
PL,PE,PL,PE,561
PE,PL,PE,PL,561
TW,FJ,TW,FJ,785
FJ,TW,FJ,TW,785
WS,FJ,WS,FJ,958188
FJ,WS,FJ,WS,958188
MR,ME,MR,ME,247
ME,MR,ME,MR,247
TN,LB,TN,LB,12183
LB,TN,LB,TN,12183
TT,ES,TT,ES,5336
ES,TT,ES,TT,5336
RW,PH,RW,PH,729
PH,RW,PH,RW,729
QA,EG,QA,EG,41253
EG,QA,EG,QA,41253
MY,EG,MY,EG,956
EG,MY,EG,MY,956
ZW,EC,ZW,EC,80
EC,ZW,EC,ZW,80
FJ,EC,FJ,EC,144
EC,FJ,EC,FJ,144
SE,GD,SE,GD,4199
GD,SE,GD,SE,4199
JP,FM,JP,FM,6167
FM,JP,FM,JP,6167
LY,BZ,LY,BZ,225
BZ,LY,BZ,LY,225
SD,DJ,SD,DJ,16564
DJ,SD,DJ,SD,16564
TW,GT,TW,GT,232
GT,TW,GT,TW,232
TW,PY,TW,PY,882
PY,TW,PY,TW,882
MW,CV,MW,CV,1258
CV,MW,CV,MW,1258
MW,CF,MW,CF,6468
CF,MW,CF,MW,6468
NL,KI,NL,KI,692
KI,NL,KI,NL,692
VC,UZ,VC,UZ,207
UZ,VC,UZ,VC,207
OM,MG,OM,MG,76162
MG,OM,MG,OM,76162
MY,ML,MY,ML,565
ML,MY,ML,MY,565
TW,LS,TW,LS,268
LS,TW,LS,TW,268
NE,LS,NE,LS,5099
LS,NE,LS,NE,5099
LY,LS,LY,LS,682
LS,LY,LS,LY,682
PE,DK,PE,DK,642
DK,PE,DK,PE,642
LS,ET,LS,ET,5861
ET,LS,ET,LS,5861
TL,ET,TL,ET,1747
ET,TL,ET,TL,1747
KE,JM,KE,JM,10591
JM,KE,JM,KE,10591
VN,GW,VN,GW,312
GW,VN,GW,VN,312
NA,GE,NA,GE,525
GE,NA,GE,NA,525
ST,CL,ST,CL,500
CL,ST,CL,ST,500
GT,FI,GT,FI,189
FI,GT,FI,GT,189
KR,AD,KR,AD,2663
AD,KR,AD,KR,2663
PA,BW,PA,BW,404
BW,PA,BW,PA,404
LU,GM,LU,GM,36945
GM,LU,GM,LU,36945
LY,GQ,LY,GQ,12055
GQ,LY,GQ,LY,12055
PY,GB,PY,GB,803
GB,PY,GB,PY,803
JM,HN,JM,HN,3429
HN,JM,HN,JM,3429
IL,AZ,IL,AZ,11815
AZ,IL,AZ,IL,11815
KG,AT,KG,AT,3557
AT,KG,AT,KG,3557
TL,MM,TL,MM,314
MM,TL,MM,TL,314
TL,BO,TL,BO,426
BO,TL,BO,TL,426
MR,DO,MR,DO,1760
DO,MR,DO,MR,1760
SA,PA,SA,PA,1057
PA,SA,PA,SA,1057
IE,AF,IE,AF,14540
AF,IE,AF,IE,14540
PH,MN,PH,MN,545
MN,PH,MN,PH,545
KH,CD,KH,CD,295
CD,KH,CD,KH,295
ST,HR,ST,HR,166
HR,ST,HR,ST,166
RW,IT,RW,IT,1298
IT,RW,IT,RW,1298
UA,PK,UA,PK,2832
PK,UA,PK,UA,2832
MN,BD,MN,BD,366
BD,MN,BD,MN,366
SG,SD,SG,SD,219
SD,SG,SD,SG,219
TT,RW,TT,RW,1387
RW,TT,RW,TT,1387
MG,ES,MG,ES,924
ES,MG,ES,MG,924
SK,PH,SK,PH,822
PH,SK,PH,SK,822
YE,PH,YE,PH,777
PH,YE,PH,YE,777
TR,TJ,TR,TJ,6746
TJ,TR,TJ,TR,6746
SZ,BR,SZ,BR,162
BR,SZ,BR,SZ,162
TJ,EG,TJ,EG,891
EG,TJ,EG,TJ,891
CL,AO,CL,AO,514
AO,CL,AO,CL,514
TO,LU,TO,LU,344
LU,TO,LU,TO,344
PH,LU,PH,LU,2708
LU,PH,LU,PH,2708
PL,BZ,PL,BZ,480
BZ,PL,BZ,PL,480
KH,DJ,KH,DJ,604
DJ,KH,DJ,KH,604
MN,GT,MN,GT,82
GT,MN,GT,MN,82
NZ,BB,NZ,BB,7735
BB,NZ,BB,NZ,7735
NP,CF,NP,CF,1396
CF,NP,CF,NP,1396
TR,CF,TR,CF,1861
CF,TR,CF,TR,1861
VC,SL,VC,SL,9214
SL,VC,SL,VC,9214
RU,LR,RU,LR,4973
LR,RU,LR,RU,4973
SE,GY,SE,GY,646
GY,SE,GY,SE,646
HU,GY,HU,GY,203
GY,HU,GY,HU,203
VN,JO,VN,JO,108
JO,VN,JO,VN,108
MW,CZ,MW,CZ,103
CZ,MW,CZ,MW,103
LC,KG,LC,KG,410
KG,LC,KG,LC,410
MD,JM,MD,JM,332
JM,MD,JM,MD,332
MW,IQ,MW,IQ,363
IQ,MW,IQ,MW,363
YE,AL,YE,AL,721
AL,YE,AL,YE,721
CY,AD,CY,AD,16063
AD,CY,AD,CY,16063
ZA,MV,ZA,MV,2215
MV,ZA,MV,ZA,2215
AU,AM,AU,AM,2023
AM,AU,AM,AU,2023
TT,BT,TT,BT,265
BT,TT,BT,TT,265
IL,BT,IL,BT,1195
BT,IL,BT,IL,1195
ER,BT,ER,BT,274
BT,ER,BT,ER,274
SD,BT,SD,BT,94
BT,SD,BT,SD,94
PT,CR,PT,CR,2888
CR,PT,CR,PT,2888
KE,CR,KE,CR,443
CR,KE,CR,KE,443
GN,BN,GN,BN,471
BN,GN,BN,GN,471
CL,BN,CL,BN,358
BN,CL,BN,CL,358
ER,AU,ER,AU,11628
AU,ER,AU,ER,11628
TL,BW,TL,BW,422
BW,TL,BW,TL,422
MT,CY,MT,CY,108547
CY,MT,CY,MT,108547
HT,GQ,HT,GQ,11443
GQ,HT,GQ,HT,11443
SL,CA,SL,CA,6376
CA,SL,CA,SL,6376
GY,DE,GY,DE,871
DE,GY,DE,GY,871
SA,NI,SA,NI,817
NI,SA,NI,SA,817
GH,DO,GH,DO,2809
DO,GH,DO,GH,2809
GY,BG,GY,BG,389
BG,GY,BG,GY,389
LA,BG,LA,BG,104
BG,LA,BG,LA,104
TT,LY,TT,LY,389
LY,TT,LY,TT,389
TD,BI,TD,BI,18140
BI,TD,BI,TD,18140
IS,CM,IS,CM,898
CM,IS,CM,IS,898
SA,ER,SA,ER,69282
ER,SA,ER,SA,69282
KZ,GA,KZ,GA,1451
GA,KZ,GA,KZ,1451
VU,AF,VU,AF,259
AF,VU,AF,VU,259
SS,NL,SS,NL,5256
NL,SS,NL,SS,5256
YE,NL,YE,NL,10695
NL,YE,NL,YE,10695
NG,KE,NG,KE,19891
KE,NG,KE,NG,19891
SG,KE,SG,KE,587
KE,SG,KE,SG,587
VE,HR,VE,HR,557
HR,VE,HR,VE,557
FM,DZ,FM,DZ,115
DZ,FM,DZ,FM,115
CG,AE,CG,AE,4798
AE,CG,AE,CG,4798
PG,AE,PG,AE,1732
AE,PG,AE,PG,1732
CL,AE,CL,AE,672
AE,CL,AE,CL,672
UZ,RW,UZ,RW,1204
RW,UZ,RW,UZ,1204
RS,BR,RS,BR,528
BR,RS,BR,RS,528
GB,BR,GB,BR,2193
BR,GB,BR,GB,2193
BZ,BS,BZ,BS,110839
BS,BZ,BS,BZ,110839
NZ,DJ,NZ,DJ,2061
DJ,NZ,DJ,NZ,2061
LB,BA,LB,BA,1505
BA,LB,BA,LB,1505
MN,MK,MN,MK,688
MK,MN,MK,MN,688
BO,BB,BO,BB,537
BB,BO,BB,BO,537
NL,CZ,NL,CZ,9275
CZ,NL,CZ,NL,9275
FJ,CZ,FJ,CZ,169
CZ,FJ,CZ,FJ,169
ET,CG,ET,CG,3555
CG,ET,CG,ET,3555
LK,CG,LK,CG,554
CG,LK,CG,LK,554
SS,DK,SS,DK,2276
DK,SS,DK,SS,2276
IS,ET,IS,ET,2259
ET,IS,ET,IS,2259
MZ,KG,MZ,KG,634
KG,MZ,KG,MZ,634
KZ,GW,KZ,GW,10061
GW,KZ,GW,KZ,10061
KH,GW,KH,GW,268
GW,KH,GW,KH,268
TJ,LV,TJ,LV,11523
LV,TJ,LV,TJ,11523
FR,CL,FR,CL,2270
CL,FR,CL,FR,2270
TL,SO,TL,SO,590
SO,TL,SO,TL,590
PH,MV,PH,MV,9149
MV,PH,MV,PH,9149
ME,AM,ME,AM,8038
AM,ME,AM,ME,8038
SI,AM,SI,AM,1917
AM,SI,AM,SI,1917
SZ,BT,SZ,BT,180
BT,SZ,BT,SZ,180
NL,CR,NL,CR,4021
CR,NL,CR,NL,4021
SO,AU,SO,AU,5719
AU,SO,AU,SO,5719
PY,HT,PY,HT,1977
HT,PY,HT,PY,1977
VU,TL,VU,TL,6143
TL,VU,TL,VU,6143
OM,MD,OM,MD,922
MD,OM,MD,OM,922
UY,HN,UY,HN,3943
HN,UY,HN,UY,3943
MD,AZ,MD,AZ,10337
AZ,MD,AZ,MD,10337
CZ,CA,CZ,CA,4165
CA,CZ,CA,CZ,4165
ZW,DE,ZW,DE,3544
DE,ZW,DE,ZW,3544
ER,BO,ER,BO,261
BO,ER,BO,ER,261
OM,BO,OM,BO,673
BO,OM,BO,OM,673
DK,BH,DK,BH,3948
BH,DK,BH,DK,3948
GA,BH,GA,BH,2673
BH,GA,BH,GA,2673
LK,GH,LK,GH,1583
GH,LK,GH,LK,1583
PY,CM,PY,CM,750
CM,PY,CM,PY,750
SL,CI,SL,CI,51240
CI,SL,CI,SL,51240
RU,RO,RU,RO,8176
RO,RU,RO,RU,8176
PE,GA,PE,GA,255
GA,PE,GA,PE,255
MA,AF,MA,AF,7600
AF,MA,AF,MA,7600
VU,CD,VU,CD,403
CD,VU,CD,VU,403
TG,CO,TG,CO,844
CO,TG,CO,TG,844
CY,CO,CY,CO,1001
CO,CY,CO,CY,1001
WS,PE,WS,PE,124
PE,WS,PE,WS,124
UG,MY,UG,MY,1370
MY,UG,MY,UG,1370
MR,FJ,MR,FJ,255
FJ,MR,FJ,MR,255
JP,DZ,JP,DZ,174
DZ,JP,DZ,JP,174
SO,ME,SO,ME,613
ME,SO,ME,SO,613
UY,PK,UY,PK,460
PK,UY,PK,UY,460
MZ,LB,MZ,LB,2792
LB,MZ,LB,MZ,2792
TW,ES,TW,ES,950
ES,TW,ES,TW,950
KR,ES,KR,ES,1867
ES,KR,ES,KR,1867
BE,AO,BE,AO,7738
AO,BE,AO,BE,7738
US,IN,US,IN,1095
IN,US,IN,US,1095
SL,LU,SL,LU,5887
LU,SL,LU,SL,5887
LU,FM,LU,FM,293
FM,LU,FM,LU,293
TT,DJ,TT,DJ,869
DJ,TT,DJ,TT,869
TN,QA,TN,QA,117355
QA,TN,QA,TN,117355
GY,CV,GY,CV,4396
CV,GY,CV,GY,4396
NI,BB,NI,BB,1779
BB,NI,BB,NI,1779
LV,CF,LV,CF,1033
CF,LV,CF,LV,1033
MR,CF,MR,CF,58379
CF,MR,CF,MR,58379
UY,MG,UY,MG,464
MG,UY,MG,UY,464
TO,CZ,TO,CZ,757
CZ,TO,CZ,TO,757
TZ,LS,TZ,LS,7827
LS,TZ,LS,TZ,7827
RW,ET,RW,ET,24898
ET,RW,ET,RW,24898
ZA,TT,ZA,TT,2842
TT,ZA,TT,ZA,2842
AR,AL,AR,AL,646
AL,AR,AL,AR,646
SB,CL,SB,CL,82
CL,SB,CL,SB,82
PE,NP,PE,NP,89
NP,PE,NP,PE,89
JM,FI,JM,FI,1604
FI,JM,FI,JM,1604
QA,AD,QA,AD,4895
AD,QA,AD,QA,4895
PG,AD,PG,AD,177
AD,PG,AD,PG,177
SI,MV,SI,MV,7054
MV,SI,MV,SI,7054
SD,MV,SD,MV,1044
MV,SD,MV,SD,1044
GW,AM,GW,AM,4977
AM,GW,AM,GW,4977
BH,AM,BH,AM,3896
AM,BH,AM,BH,3896
VU,BT,VU,BT,422
BT,VU,BT,VU,422
GW,BN,GW,BN,2266
BN,GW,BN,GW,2266
LR,BN,LR,BN,2869
BN,LR,BN,LR,2869
RU,AU,RU,AU,5303
AU,RU,AU,RU,5303
GN,GM,GN,GM,1085849
GM,GN,GM,GN,1085849
TR,GM,TR,GM,4180
GM,TR,GM,TR,4180
RU,GM,RU,GM,25295
GM,RU,GM,RU,25295
GY,CY,GY,CY,1029
CY,GY,CY,GY,1029
KI,HU,KI,HU,39
HU,KI,HU,KI,39
TR,IL,TR,IL,3793
IL,TR,IL,TR,3793
MZ,HN,MZ,HN,1758
HN,MZ,HN,MZ,1758
TW,GR,TW,GR,918
GR,TW,GR,TW,918
HT,AZ,HT,AZ,511
AZ,HT,AZ,HT,511
DJ,AZ,DJ,AZ,1648
AZ,DJ,AZ,DJ,1648
AZ,AT,AZ,AT,5356
AT,AZ,AT,AZ,5356
EC,DO,EC,DO,12254
DO,EC,DO,EC,12254
MA,DO,MA,DO,4724
DO,MA,DO,MA,4724
PL,BJ,PL,BJ,1181
BJ,PL,BJ,PL,1181
ES,BJ,ES,BJ,2374
BJ,ES,BJ,ES,2374
PK,BJ,PK,BJ,2230
BJ,PK,BJ,PK,2230
TL,PT,TL,PT,119255
PT,TL,PT,TL,119255
LV,CI,LV,CI,478
CI,LV,CI,LV,478
SL,SE,SL,SE,5057
SE,SL,SE,SL,5057
PK,KH,PK,KH,2394
KH,PK,KH,PK,2394
UY,MA,UY,MA,1575
MA,UY,MA,UY,1575
SD,KE,SD,KE,8556
KE,SD,KE,SD,8556
BZ,AR,BZ,AR,1815
AR,BZ,AR,BZ,1815
FM,AE,FM,AE,4081
AE,FM,AE,FM,4081
IS,AE,IS,AE,7069
AE,IS,AE,IS,7069
SA,FR,SA,FR,3197
FR,SA,FR,SA,3197
ZA,BD,ZA,BD,2148
BD,ZA,BD,ZA,2148
SL,RW,SL,RW,28892
RW,SL,RW,SL,28892
UG,RW,UG,RW,550315
RW,UG,RW,UG,550315
SI,BR,SI,BR,534
BR,SI,BR,SI,534
SN,MX,SN,MX,265
MX,SN,MX,SN,265
RO,MX,RO,MX,336
MX,RO,MX,RO,336
PE,CH,PE,CH,4519
CH,PE,CH,PE,4519
SE,CH,SE,CH,36644
CH,SE,CH,SE,36644
BB,AO,BB,AO,1555
AO,BB,AO,BB,1555
TJ,AO,TJ,AO,765
AO,TJ,AO,TJ,765
TD,BS,TD,BS,608
BS,TD,BS,TD,608
MN,BS,MN,BS,164
BS,MN,BS,MN,164
RW,BS,RW,BS,3148
BS,RW,BS,RW,3148
NO,DJ,NO,DJ,10473
DJ,NO,DJ,NO,10473
MZ,BA,MZ,BA,179
