user_country,friend_country,user_region,friend_region,scaled_sci
LA,PA,LA,PA,144
FR,CY,FR,CY,8135
CY,FR,CY,FR,8135
VE,TZ,VE,TZ,341
TZ,VE,TZ,VE,341
BR,AZ,BR,AZ,349
AZ,BR,AZ,BR,349
DE,CA,DE,CA,8094
CA,DE,CA,DE,8094
JM,BF,JM,BF,2200
BF,JM,BF,JM,2200
IT,BF,IT,BF,6374
BF,IT,BF,IT,6374
GN,BO,GN,BO,1720
BO,GN,BO,GN,1720
TG,PA,TG,PA,1212
PA,TG,PA,TG,1212
UG,BG,UG,BG,2823
BG,UG,BG,UG,2823
LV,GN,LV,GN,1024
GN,LV,GN,LV,1024
LA,BJ,LA,BJ,463
BJ,LA,BJ,LA,463
MV,GH,MV,GH,1971
GH,MV,GH,MV,1971
EE,BI,EE,BI,79
BI,EE,BI,EE,79
TD,PT,TD,PT,303
PT,TD,PT,TD,303
PY,BY,PY,BY,723
BY,PY,BY,PY,723
HN,BY,HN,BY,332
BY,HN,BY,HN,332
MV,KH,MV,KH,2453
KH,MV,KH,MV,2453
KW,EE,KW,EE,957
EE,KW,EE,KW,957
SV,NZ,SV,NZ,332
NZ,SV,NZ,SV,332
IT,HR,IT,HR,12899
HR,IT,HR,IT,12899
KI,IT,KI,IT,143
IT,KI,IT,KI,143
TG,RU,TG,RU,11081
RU,TG,RU,TG,11081
SK,MT,SK,MT,19068
MT,SK,MT,SK,19068
CI,BD,CI,BD,1341
BD,CI,BD,CI,1341
TZ,RW,TZ,RW,180869
RW,TZ,RW,TZ,180869
HT,ES,HT,ES,1257
ES,HT,ES,HT,1257
SG,MX,SG,MX,341
MX,SG,MX,SG,341
TD,IN,TD,IN,1461
IN,TD,IN,TD,1461
MA,IN,MA,IN,832
IN,MA,IN,MA,832
MX,BZ,MX,BZ,14627
BZ,MX,BZ,MX,14627
RO,PY,RO,PY,651
PY,RO,PY,RO,651
KR,CV,KR,CV,639
CV,KR,CV,KR,639
TN,SK,TN,SK,1423
SK,TN,SK,TN,1423
ES,CF,ES,CF,5144
CF,ES,CF,ES,5144
LS,BE,LS,BE,363
BE,LS,BE,LS,363
FJ,BE,FJ,BE,595
BE,FJ,BE,FJ,595
ZA,JO,ZA,JO,1138
JO,ZA,JO,ZA,1138
TO,ML,TO,ML,249
ML,TO,ML,TO,249
SR,LC,SR,LC,589410
LC,SR,LC,SR,589410
MZ,JM,MZ,JM,3442
JM,MZ,JM,MZ,3442
YE,RS,YE,RS,317
RS,YE,RS,YE,317
SE,NO,SE,NO,167940
NO,SE,NO,SE,167940
TT,BN,TT,BN,1773
BN,TT,BN,TT,1773
IS,BN,IS,BN,2831
BN,IS,BN,IS,2831
MN,BW,MN,BW,196
BW,MN,BW,MN,196
SL,HT,SL,HT,15441
HT,SL,HT,SL,15441
IN,HU,IN,HU,193
HU,IN,HU,IN,193
LC,IL,LC,IL,936
IL,LC,IL,LC,936
ZA,GB,ZA,GB,7051
GB,ZA,GB,ZA,7051
MZ,GB,MZ,GB,1285
GB,MZ,GB,MZ,1285
KR,CA,KR,CA,7034
CA,KR,CA,KR,7034
SA,BF,SA,BF,3143
BF,SA,BF,SA,3143
MY,MM,MY,MM,60763
MM,MY,MM,MY,60763
LS,BO,LS,BO,106
BO,LS,BO,LS,106
VU,DO,VU,DO,210
DO,VU,DO,VU,210
ME,BG,ME,BG,21838
BG,ME,BG,ME,21838
UY,GN,UY,GN,216
GN,UY,GN,UY,216
ME,CI,ME,CI,1123
CI,ME,CI,ME,1123
MK,KR,MK,KR,570
KR,MK,KR,MK,570
EC,AF,EC,AF,509
AF,EC,AF,EC,509
LK,KH,LK,KH,1966
KH,LK,KH,LK,1966
SL,SA,SL,SA,7153
SA,SL,SA,SL,7153
DJ,AR,DJ,AR,186
AR,DJ,AR,DJ,186
GQ,FR,GQ,FR,12430
FR,GQ,FR,GQ,12430
GY,BD,GY,BD,801
BD,GY,BD,GY,801
OM,ES,OM,ES,3671
ES,OM,ES,OM,3671
BR,BR,BR,BR,734127
DO,AO,DO,AO,3632
AO,DO,AO,DO,3632
IT,AO,IT,AO,1078
AO,IT,AO,IT,1078
UY,IN,UY,IN,165
IN,UY,IN,UY,165
SE,EC,SE,EC,1010
EC,SE,EC,SE,1010
GY,BS,GY,BS,552461
BS,GY,BS,GY,552461
CD,BZ,CD,BZ,527
BZ,CD,BZ,CD,527
BH,BB,BH,BB,4027
BB,BH,BB,BH,4027
GB,BB,GB,BB,60557
BB,GB,BB,GB,60557
ZM,YE,ZM,YE,1739
YE,ZM,YE,ZM,1739
SB,KI,SB,KI,1128370
KI,SB,KI,SB,1128370
KZ,KI,KZ,KI,333
KI,KZ,KI,KZ,333
ME,KI,ME,KI,343
KI,ME,KI,ME,343
LS,GY,LS,GY,1494
GY,LS,GY,LS,1494
TD,GY,TD,GY,574
GY,TD,GY,TD,574
TR,ML,TR,ML,1299
ML,TR,ML,TR,1299
ZW,CG,ZW,CG,6585
CG,ZW,CG,ZW,6585
RS,CG,RS,CG,435
CG,RS,CG,RS,435
SV,DK,SV,DK,316
DK,SV,DK,SV,316
MM,DK,MM,DK,725
DK,MM,DK,MM,725
KM,GW,KM,GW,4317
GW,KM,GW,KM,4317
TG,IQ,TG,IQ,1925
IQ,TG,IQ,TG,1925
RS,IQ,RS,IQ,436
IQ,RS,IQ,RS,436
KH,CL,KH,CL,806
CL,KH,CL,KH,806
UA,NO,UA,NO,21818
NO,UA,NO,UA,21818
YE,AD,YE,AD,620
AD,YE,AD,YE,620
ET,AD,ET,AD,237
AD,ET,AD,ET,237
VU,CR,VU,CR,106
CR,VU,CR,VU,106
ST,HT,ST,HT,4770
HT,ST,HT,ST,4770
LC,HT,LC,HT,41751
HT,LC,HT,LC,41751
NL,HU,NL,HU,22960
HU,NL,HU,NL,22960
KH,IL,KH,IL,861
IL,KH,IL,KH,861
NE,GB,NE,GB,1124
GB,NE,GB,NE,1124
US,SI,US,SI,2521
SI,US,SI,US,2521
KG,DE,KG,DE,4663
DE,KG,DE,KG,4663
NO,AT,NO,AT,16899
AT,NO,AT,NO,16899
NI,NI,NI,NI,11259104
EG,BF,EG,BF,1800
BF,EG,BF,EG,1800
FM,BG,FM,BG,215
BG,FM,BG,FM,215
SB,LY,SB,LY,162
LY,SB,LY,SB,162
TD,AF,TD,AF,4040
AF,TD,AF,TD,4040
SL,AF,SL,AF,2444
AF,SL,AF,SL,2444
PK,AF,PK,AF,189462
AF,PK,AF,PK,189462
KE,CD,KE,CD,26181
CD,KE,CD,KE,26181
ZA,NL,ZA,NL,4090
NL,ZA,NL,ZA,4090
KR,KH,KR,KH,80087
KH,KR,KH,KR,80087
SK,NZ,SK,NZ,2692
NZ,SK,NZ,SK,2692
VN,PE,VN,PE,246
PE,VN,PE,VN,246
QA,MY,QA,MY,42858
MY,QA,MY,QA,42858
TG,MA,TG,MA,9133
MA,TG,MA,TG,9133
TH,MA,TH,MA,472
MA,TH,MA,TH,472
NG,AR,NG,AR,653
AR,NG,AR,NG,653
HU,HR,HU,HR,14934
HR,HU,HR,HU,14934
IQ,DZ,IQ,DZ,7668
DZ,IQ,DZ,IQ,7668
IL,DZ,IL,DZ,1497
DZ,IL,DZ,IL,1497
UA,MT,UA,MT,11684
MT,UA,MT,UA,11684
SG,MT,SG,MT,14781
MT,SG,MT,SG,14781
SS,RW,SS,RW,364666
RW,SS,RW,SS,364666
FR,ES,FR,ES,13370
ES,FR,ES,FR,13370
UY,TO,UY,TO,154
TO,UY,TO,UY,154
XK,SG,XK,SG,489
SG,XK,SG,XK,489
US,SG,US,SG,6249
SG,US,SG,US,6249
GW,GD,GW,GD,2134
GD,GW,GD,GW,2134
GN,BS,GN,BS,1835
BS,GN,BS,GN,1835
PL,BS,PL,BS,563
BS,PL,BS,PL,563
TT,SB,TT,SB,969
SB,TT,SB,TT,969
PL,GT,PL,GT,513
GT,PL,GT,PL,513
TH,MU,TH,MU,659
MU,TH,MU,TH,659
GD,BB,GD,BB,4260938
BB,GD,BB,GD,4260938
PK,BB,PK,BB,739
BB,PK,BB,PK,739
NO,LR,NO,LR,5284
LR,NO,LR,NO,5284
MM,KI,MM,KI,171
KI,MM,KI,MM,171
QA,ML,QA,ML,3685
ML,QA,ML,QA,3685
OM,CG,OM,CG,2481
CG,OM,CG,OM,2481
VN,DK,VN,DK,1056
DK,VN,DK,VN,1056
PG,GW,PG,GW,510
GW,PG,GW,PG,510
RU,GW,RU,GW,52124
GW,RU,GW,RU,52124
ME,KM,ME,KM,145
KM,ME,KM,ME,145
ZA,VE,ZA,VE,206
VE,ZA,VE,ZA,206
WS,SO,WS,SO,210
SO,WS,SO,WS,210
NE,AD,NE,AD,291
AD,NE,AD,NE,291
TJ,AD,TJ,AD,710
AD,TJ,AD,TJ,710
VN,TN,VN,TN,202
TN,VN,TN,VN,202
TN,IS,TN,IS,1949
IS,TN,IS,TN,1949
TJ,BN,TJ,BN,770
BN,TJ,BN,TJ,770
US,MW,US,MW,1657
MW,US,MW,US,1657
BI,AU,BI,AU,5369
AU,BI,AU,BI,5369
NO,NA,NO,NA,2667
NA,NO,NA,NO,2667
SN,BW,SN,BW,10013
BW,SN,BW,SN,10013
VE,SN,VE,SN,636
SN,VE,SN,VE,636
SB,HT,SB,HT,572
HT,SB,HT,SB,572
LU,IL,LU,IL,10915
IL,LU,IL,LU,10915
MD,IL,MD,IL,69344
IL,MD,IL,MD,69344
SI,IL,SI,IL,4554
IL,SI,IL,SI,4554
NO,IL,NO,IL,7207
IL,NO,IL,NO,7207
KZ,GQ,KZ,GQ,3887
GQ,KZ,GQ,KZ,3887
NI,GQ,NI,GQ,3286
GQ,NI,GQ,NI,3286
VN,GB,VN,GB,1066
GB,VN,GB,VN,1066
NI,MR,NI,MR,747
MR,NI,MR,NI,747
LV,GR,LV,GR,7641
GR,LV,GR,LV,7641
HR,CA,HR,CA,7066
CA,HR,CA,HR,7066
MD,AT,MD,AT,22933
AT,MD,AT,MD,22933
MR,AT,MR,AT,625
AT,MR,AT,MR,625
SE,AT,SE,AT,23372
AT,SE,AT,SE,23372
CL,BF,CL,BF,158
BF,CL,BF,CL,158
VE,BF,VE,BF,485
BF,VE,BF,VE,485
MX,MM,MX,MM,57
MM,MX,MM,MX,57
BZ,BJ,BZ,BJ,1356
BJ,BZ,BJ,BZ,1356
JO,CM,JO,CM,590
CM,JO,CM,JO,590
GT,ER,GT,ER,128
ER,GT,ER,GT,128
TG,CI,TG,CI,249189
CI,TG,CI,TG,249189
GB,CI,GB,CI,1512
CI,GB,CI,GB,1512
VU,KR,VU,KR,871
KR,VU,KR,VU,871
SB,KR,SB,KR,871
KR,SB,KR,SB,871
ZM,LK,ZM,LK,10357
LK,ZM,LK,ZM,10357
YE,GA,YE,GA,1654
GA,YE,GA,YE,1654
YE,EE,YE,EE,379
EE,YE,EE,YE,379
NP,NE,NP,NE,539
NE,NP,NE,NP,539
QA,AR,QA,AR,707
AR,QA,AR,QA,707
SK,FR,SK,FR,2921
FR,SK,FR,SK,2921
MZ,FR,MZ,FR,1049
FR,MZ,FR,MZ,1049
IQ,FR,IQ,FR,975
FR,IQ,FR,IQ,975
SB,RU,SB,RU,366
RU,SB,RU,SB,366
KE,ES,KE,ES,826
ES,KE,ES,KE,826
MX,BR,MX,BR,1164
BR,MX,BR,MX,1164
RW,BR,RW,BR,415
BR,RW,BR,RW,415
LK,ID,LK,ID,1919
ID,LK,ID,LK,1919
KH,CH,KH,CH,1803
CH,KH,CH,KH,1803
QA,AO,QA,AO,2353
AO,QA,AO,QA,2353
US,AO,US,AO,1321
AO,US,AO,US,1321
MX,IN,MX,IN,135
IN,MX,IN,MX,135
IS,BS,IS,BS,6255
BS,IS,BS,IS,6255
MN,FM,MN,FM,478
FM,MN,FM,MN,478
ME,BZ,ME,BZ,1145
BZ,ME,BZ,ME,1145
ET,BZ,ET,BZ,711
BZ,ET,BZ,ET,711
UA,DJ,UA,DJ,1221
DJ,UA,DJ,UA,1221
ZM,DJ,ZM,DJ,5369
DJ,ZM,DJ,ZM,5369
SO,SB,SO,SB,706
SB,SO,SB,SO,706
MV,CV,MV,CV,4930
CV,MV,CV,MV,4930
RO,MK,RO,MK,7900
MK,RO,MK,RO,7900
NP,CG,NP,CG,347
CG,NP,CG,NP,347
HN,ET,HN,ET,610
ET,HN,ET,HN,610
MN,ET,MN,ET,300
ET,MN,ET,MN,300
KM,KG,KM,KG,225
KG,KM,KG,KM,225
XK,SZ,XK,SZ,169
SZ,XK,SZ,XK,169
CR,CL,CR,CL,8746
CL,CR,CL,CR,8746
US,FI,US,FI,3165
FI,US,FI,US,3165
LU,AM,LU,AM,13693
AM,LU,AM,LU,13693
KI,AM,KI,AM,231
AM,KI,AM,KI,231
IS,BT,IS,BT,1123
BT,IS,BT,IS,1123
SO,CR,SO,CR,663
CR,SO,CR,SO,663
MZ,IS,MZ,IS,1092
IS,MZ,IS,MZ,1092
MN,KW,MN,KW,661
KW,MN,KW,MN,661
RS,BW,RS,BW,820
BW,RS,BW,RS,820
PL,GM,PL,GM,11883
GM,PL,GM,PL,11883
TR,CY,TR,CY,165386
CY,TR,CY,TR,165386
UZ,DE,UZ,DE,4305
DE,UZ,DE,UZ,4305
TT,BF,TT,BF,674
BF,TT,BF,TT,674
MT,BF,MT,BF,2270
BF,MT,BF,MT,2270
ZM,MM,ZM,MM,127
MM,ZM,MM,ZM,127
LV,BO,LV,BO,301
BO,LV,BO,LV,301
GW,DO,GW,DO,1596
DO,GW,DO,GW,1596
JM,DO,JM,DO,23869
DO,JM,DO,JM,23869
HU,BH,HU,BH,1812
BH,HU,BH,HU,1812
LC,GN,LC,GN,1432
GN,LC,GN,LC,1432
RS,GN,RS,GN,176
GN,RS,GN,RS,176
MG,GH,MG,GH,2702
GH,MG,GH,MG,2702
SI,BI,SI,BI,10641
BI,SI,BI,SI,10641
ZW,PT,ZW,PT,904
PT,ZW,PT,ZW,904
QA,PT,QA,PT,14328
PT,QA,PT,QA,14328
ES,ER,ES,ER,435
ER,ES,ER,ES,435
NG,CI,NG,CI,19102
CI,NG,CI,NG,19102
ER,BY,ER,BY,23310
BY,ER,BY,ER,23310
SZ,RO,SZ,RO,286
RO,SZ,RO,SZ,286
TJ,GA,TJ,GA,930
GA,TJ,GA,TJ,930
QA,KZ,QA,KZ,4983
KZ,QA,KZ,QA,4983
GA,CO,GA,CO,412
CO,GA,CO,GA,412
TL,AR,TL,AR,188
AR,TL,AR,TL,188
ST,DZ,ST,DZ,599
DZ,ST,DZ,ST,599
MK,DZ,MK,DZ,591
DZ,MK,DZ,MK,591
UG,IT,UG,IT,2128
IT,UG,IT,UG,2128
KZ,IT,KZ,IT,2741
IT,KZ,IT,KZ,2741
AO,AE,AO,AE,2261
AE,AO,AE,AO,2261
PA,BD,PA,BD,414
BD,PA,BD,PA,414
PE,GD,PE,GD,857
GD,PE,GD,PE,857
TL,GD,TL,GD,997
GD,TL,GD,TL,997
GQ,FM,GQ,FM,298
FM,GQ,FM,GQ,298
GY,FM,GY,FM,46859
FM,GY,FM,GY,46859
YE,VC,YE,VC,413
VC,YE,VC,YE,413
HT,GT,HT,GT,1912
GT,HT,GT,HT,1912
JM,BA,JM,BA,576
BA,JM,BA,JM,576
BY,BA,BY,BA,4540
BA,BY,BA,BY,4540
NG,CF,NG,CF,32208
CF,NG,CF,NG,32208
UY,LR,UY,LR,401
LR,UY,LR,UY,401
UZ,BE,UZ,BE,1480
BE,UZ,BE,UZ,1480
MN,BE,MN,BE,3027
BE,MN,BE,MN,3027
TH,BE,TH,BE,1696
BE,TH,BE,TH,1696
FI,DK,FI,DK,25308
DK,FI,DK,FI,25308
LT,IQ,LT,IQ,302
IQ,LT,IQ,LT,302
ZW,LV,ZW,LV,201
LV,ZW,LV,ZW,201
TJ,IE,TJ,IE,1254
IE,TJ,IE,TJ,1254
NG,CL,NG,CL,456
CL,NG,CL,NG,456
BT,AD,BT,AD,708
AD,BT,AD,BT,708
BD,AD,BD,AD,248
AD,BD,AD,BD,248
PK,MV,PK,MV,8584
MV,PK,MV,PK,8584
MG,CR,MG,CR,691
CR,MG,CR,MG,691
NA,IS,NA,IS,14026
IS,NA,IS,NA,14026
CI,BN,CI,BN,574
BN,CI,BN,CI,574
KZ,BW,KZ,BW,391
BW,KZ,BW,KZ,391
XK,GM,XK,GM,1661
GM,XK,GM,XK,1661
LY,CY,LY,CY,7111
CY,LY,CY,LY,7111
LT,CY,LT,CY,34843
CY,LT,CY,LT,34843
MK,MD,MK,MD,5881
MD,MK,MD,MK,5881
UG,HN,UG,HN,679
HN,UG,HN,UG,679
SN,AT,SN,AT,1658
AT,SN,AT,SN,1658
UY,SR,UY,SR,10407
SR,UY,SR,UY,10407
GW,BG,GW,BG,375
BG,GW,BG,GW,375
PL,BG,PL,BG,6249
BG,PL,BG,PL,6249
PK,LY,PK,LY,3112
LY,PK,LY,PK,3112
TL,GH,TL,GH,2271
GH,TL,GH,TL,2271
LB,GH,LB,GH,11473
GH,LB,GH,LB,11473
SK,BI,SK,BI,144
BI,SK,BI,SK,144
SS,ER,SS,ER,738593
ER,SS,ER,SS,738593
LY,ER,LY,ER,56342
ER,LY,ER,LY,56342
GM,CI,GM,CI,60082
CI,GM,CI,GM,60082
PG,CI,PG,CI,775
CI,PG,CI,PG,775
LV,KR,LV,KR,1317
KR,LV,KR,LV,1317
LK,KZ,LK,KZ,1804
KZ,LK,KZ,LK,1804
UA,CO,UA,CO,952
CO,UA,CO,UA,952
JP,FJ,JP,FJ,4684
FJ,JP,FJ,JP,4684
PT,HR,PT,HR,7379
HR,PT,HR,PT,7379
PH,DZ,PH,DZ,634
DZ,PH,DZ,PH,634
IQ,AE,IQ,AE,11205
AE,IQ,AE,IQ,11205
BD,AE,BD,AE,111144
AE,BD,AE,BD,111144
NA,ME,NA,ME,1094
ME,NA,ME,NA,1094
TT,PK,TT,PK,1435
PK,TT,PK,TT,1435
NE,MT,NE,MT,2926
MT,NE,MT,NE,2926
WS,VN,WS,VN,809
VN,WS,VN,WS,809
DO,BR,DO,BR,3989
BR,DO,BR,DO,3989
TN,MX,TN,MX,895
MX,TN,MX,TN,895
ST,CH,ST,CH,22317
CH,ST,CH,ST,22317
TJ,EC,TJ,EC,181
EC,TJ,EC,TJ,181
IS,GT,IS,GT,1146
GT,IS,GT,IS,1146
BN,BA,BN,BA,670
BA,BN,BA,BN,670
HR,BA,HR,BA,996531
BA,HR,BA,HR,996531
GA,BE,GA,BE,10958
BE,GA,BE,GA,10958
IN,GY,IN,GY,1512
GY,IN,GY,IN,1512
MG,JO,MG,JO,2399
JO,MG,JO,MG,2399
US,JO,US,JO,4703
JO,US,JO,US,4703
CR,CG,CR,CG,483
CG,CR,CG,CR,483
ML,LS,ML,LS,5318
LS,ML,LS,ML,5318
SV,GW,SV,GW,363
GW,SV,GW,SV,363
NI,LV,NI,LV,126
LV,NI,LV,NI,126
MG,IE,MG,IE,423
IE,MG,IE,MG,423
UA,FI,UA,FI,20801
FI,UA,FI,UA,20801
ZW,PG,ZW,PG,1604
PG,ZW,PG,ZW,1604
RO,PG,RO,PG,89
PG,RO,PG,RO,89
IE,AM,IE,AM,2236
AM,IE,AM,IE,2236
TD,AU,TD,AU,472
AU,TD,AU,TD,472
CM,BW,CM,BW,9516
BW,CM,BW,CM,9516
MN,GQ,MN,GQ,257
GQ,MN,GQ,MN,257
MN,AZ,MN,AZ,2226
AZ,MN,AZ,MN,2226
RS,CA,RS,CA,6965
CA,RS,CA,RS,6965
LA,CA,LA,CA,1378
CA,LA,CA,LA,1378
OM,NI,OM,NI,816
NI,OM,NI,OM,816
TO,SR,TO,SR,11876
SR,TO,SR,TO,11876
TO,BF,TO,BF,110
BF,TO,BF,TO,110
IQ,BO,IQ,BO,419
BO,IQ,BO,IQ,419
SE,BO,SE,BO,2219
BO,SE,BO,SE,2219
KH,DO,KH,DO,393
DO,KH,DO,KH,393
SL,BH,SL,BH,6908
BH,SL,BH,SL,6908
CI,BH,CI,BH,1983
BH,CI,BH,CI,1983
UZ,BG,UZ,BG,5681
BG,UZ,BG,UZ,5681
KW,BG,KW,BG,1668
BG,KW,BG,KW,1668
CG,BJ,CG,BJ,189898
BJ,CG,BJ,CG,189898
XK,CM,XK,CM,442
CM,XK,CM,XK,442
IQ,CI,IQ,CI,1570
CI,IQ,CI,IQ,1570
TZ,LK,TZ,LK,2077
LK,TZ,LK,TZ,2077
SN,RO,SN,RO,583
RO,SN,RO,SN,583
VU,GA,VU,GA,322
GA,VU,GA,VU,322
LY,GA,LY,GA,6920
GA,LY,GA,LY,6920
GE,GA,GE,GA,309
GA,GE,GA,GE,309
BB,AF,BB,AF,212
AF,BB,AF,BB,212
LS,AF,LS,AF,811
AF,LS,AF,LS,811
OM,MZ,OM,MZ,4298
MZ,OM,MZ,OM,4298
GE,CD,GE,CD,276
CD,GE,CD,GE,276
VU,PL,VU,PL,91
PL,VU,PL,VU,91
SE,AR,SE,AR,1173
AR,SE,AR,SE,1173
BI,AE,BI,AE,136479
AE,BI,AE,BI,136479
LK,LB,LK,LB,4249
LB,LK,LB,LK,4249
DZ,BD,DZ,BD,1013
BD,DZ,BD,DZ,1013
GM,BR,GM,BR,3147
BR,GM,BR,GM,3147
ES,BR,ES,BR,4643
BR,ES,BR,ES,4643
VE,EG,VE,EG,1260
EG,VE,EG,VE,1260
KR,CH,KR,CH,3889
CH,KR,CH,KR,3889
ST,IN,ST,IN,367
IN,ST,IN,ST,367
TN,EC,TN,EC,819
EC,TN,EC,TN,819
GM,BZ,GM,BZ,4372
BZ,GM,BZ,GM,4372
PY,DJ,PY,DJ,460
DJ,PY,DJ,PY,460
MA,DJ,MA,DJ,25911
DJ,MA,DJ,MA,25911
SB,BA,SB,BA,460
BA,SB,BA,SB,460
MM,BA,MM,BA,5
BA,MM,BA,MM,5
LB,BE,LB,BE,20832
BE,LB,BE,LB,20832
NP,GY,NP,GY,395
GY,NP,GY,NP,395
UY,CZ,UY,CZ,714
CZ,UY,CZ,UY,714
TT,ML,TT,ML,1306
ML,TT,ML,TT,1306
GY,CG,GY,CG,3234
CG,GY,CG,GY,3234
IE,CG,IE,CG,2057
CG,IE,CG,IE,2057
OM,ET,OM,ET,54973
ET,OM,ET,OM,54973
KH,IE,KH,IE,541
IE,KH,IE,KH,541
XK,AL,XK,AL,1317680
AL,XK,AL,XK,1317680
RW,NO,RW,NO,14173
NO,RW,NO,RW,14173
SE,NP,SE,NP,1241
NP,SE,NP,SE,1241
XK,AD,XK,AD,1287
AD,XK,AD,XK,1287
MA,AD,MA,AD,11739
AD,MA,AD,MA,11739
PT,LT,PT,LT,6591
LT,PT,LT,PT,6591
NI,BT,NI,BT,117
BT,NI,BT,NI,117
BZ,BN,BZ,BN,926
BN,BZ,BN,BZ,926
LU,BN,LU,BN,2199
BN,LU,BN,LU,2199
KH,BN,KH,BN,3586
BN,KH,BN,KH,3586
ZW,AU,ZW,AU,16580
AU,ZW,AU,ZW,16580
DO,AU,DO,AU,471
AU,DO,AU,DO,471
IS,GM,IS,GM,13775
GM,IS,GM,IS,13775
KR,GM,KR,GM,2456
GM,KR,GM,KR,2456
LU,CY,LU,CY,50146
CY,LU,CY,LU,50146
RS,CY,RS,CY,25473
CY,RS,CY,RS,25473
SG,GQ,SG,GQ,789
GQ,SG,GQ,SG,789
LU,HN,LU,HN,1316
HN,LU,HN,LU,1316
SB,GR,SB,GR,192
GR,SB,GR,SB,192
KM,AZ,KM,AZ,434
AZ,KM,AZ,KM,434
KG,CA,KG,CA,1691
CA,KG,CA,KG,1691
MM,LY,MM,LY,120
LY,MM,LY,MM,120
LR,GN,LR,GN,769841
GN,LR,GN,LR,769841
LT,GH,LT,GH,1138
GH,LT,GH,LT,1138
UG,KR,UG,KR,2107
KR,UG,KR,UG,2107
LT,LK,LT,LK,2320
LK,LT,LK,LT,2320
SR,LK,SR,LK,1811
LK,SR,LK,SR,1811
SO,RO,SO,RO,388
RO,SO,RO,SO,388
SR,GA,SR,GA,5091
GA,SR,GA,SR,5091
UA,CD,UA,CD,629
CD,UA,CD,UA,629
CL,CD,CL,CD,264
CD,CL,CD,CL,264
NE,CO,NE,CO,464
CO,NE,CO,NE,464
KH,KE,KH,KE,543
KE,KH,KE,KH,543
IS,DZ,IS,DZ,443
DZ,IS,DZ,IS,443
US,AE,US,AE,4781
AE,US,AE,US,4781
NL,ME,NL,ME,16278
ME,NL,ME,NL,16278
SV,BD,SV,BD,366
BD,SV,BD,SV,366
GB,BD,GB,BD,5306
BD,GB,BD,GB,5306
NP,BR,NP,BR,58
BR,NP,BR,NP,58
IT,BR,IT,BR,2990
BR,IT,BR,IT,2990
FJ,EG,FJ,EG,218
EG,FJ,EG,FJ,218
SD,ID,SD,ID,2393
ID,SD,ID,SD,2393
ZW,CH,ZW,CH,1747
CH,ZW,CH,ZW,1747
ME,CH,ME,CH,88407
CH,ME,CH,ME,88407
VN,CH,VN,CH,1133
CH,VN,CH,VN,1133
UA,AO,UA,AO,466
AO,UA,AO,UA,466
SE,AO,SE,AO,1091
AO,SE,AO,SE,1091
WS,BS,WS,BS,1090
BS,WS,BS,WS,1090
JM,DJ,JM,DJ,2003
DJ,JM,DJ,JM,2003
SL,GT,SL,GT,525
GT,SL,GT,SL,525
MD,BA,MD,BA,1792
BA,MD,BA,MD,1792
LK,CV,LK,CV,320
CV,LK,CV,LK,320
IN,BB,IN,BB,679
BB,IN,BB,IN,679
MW,CG,MW,CG,7190
CG,MW,CG,MW,7190
TH,CG,TH,CG,113
CG,TH,CG,TH,113
KE,DK,KE,DK,1936
DK,KE,DK,KE,1936
PK,DK,PK,DK,1557
DK,PK,DK,PK,1557
ME,GE,ME,GE,10756
GE,ME,GE,ME,10756
SV,SO,SV,SO,669
SO,SV,SO,SV,669
PT,PG,PT,PG,193
PG,PT,PG,PT,193
LT,AD,LT,AD,6747
AD,LT,AD,LT,6747
TJ,AM,TJ,AM,14023
AM,TJ,AM,TJ,14023
SE,IS,SE,IS,165751
IS,SE,IS,SE,165751
BZ,AU,BZ,AU,1586
AU,BZ,AU,BZ,1586
IN,AU,IN,AU,3918
AU,IN,AU,IN,3918
UA,HT,UA,HT,1136
HT,UA,HT,UA,1136
KH,GB,KH,GB,505
GB,KH,GB,KH,505
NO,GB,NO,GB,15943
GB,NO,GB,NO,15943
TN,SI,TN,SI,1919
SI,TN,SI,TN,1919
VU,JP,VU,JP,2079
JP,VU,JP,VU,2079
KE,GR,KE,GR,902
GR,KE,GR,KE,902
BW,AZ,BW,AZ,372
AZ,BW,AZ,BW,372
EG,CA,EG,CA,2378
CA,EG,CA,EG,2378
JP,AT,JP,AT,3078
AT,JP,AT,JP,3078
ZW,NI,ZW,NI,198
NI,ZW,NI,ZW,198
GE,BF,GE,BF,166
BF,GE,BF,GE,166
HU,BF,HU,BF,93
BF,HU,BF,HU,93
VE,MM,VE,MM,61
MM,VE,MM,VE,61
BO,BO,BO,BO,7019054
UY,PA,UY,PA,11569
PA,UY,PA,UY,11569
XK,LY,XK,LY,649
LY,XK,LY,XK,649
JM,GN,JM,GN,3086
GN,JM,GN,JM,3086
BO,BJ,BO,BJ,1832
BJ,BO,BJ,BO,1832
IN,ER,IN,ER,830
ER,IN,ER,IN,830
HN,CI,HN,CI,581
CI,HN,CI,HN,581
TZ,KR,TZ,KR,959
KR,TZ,KR,TZ,959
ZW,KZ,ZW,KZ,742
KZ,ZW,KZ,ZW,742
RU,MZ,RU,MZ,3349
MZ,RU,MZ,RU,3349
PY,CD,PY,CD,494
CD,PY,CD,PY,494
UZ,CD,UZ,CD,817
CD,UZ,CD,UZ,817
OM,NL,OM,NL,3124
NL,OM,NL,OM,3124
TJ,CO,TJ,CO,247
